company_code,news_id,sentiment_score,sentiment_level
ROL,20,0.000000,Neutral
EBAY,20,0.000000,Neutral
EIX,20,0.000000,Neutral
INVH,20,0.000000,Neutral
CAT,20,0.301931,Somewhat-Bullish
NOW,20,0.000000,Neutral
CNC,20,0.082121,Neutral
VRSK,20,0.000000,Neutral
MDLZ,20,0.000000,Neutral
FI,20,-0.236477,Somewhat-Bearish
VZ,20,0.000000,Neutral
CSGP,20,0.000000,Neutral
PPG,20,0.000000,Neutral
IVZ,20,0.348415,Somewhat-Bullish
MSFT,20,0.000000,Neutral
AWK,20,0.000000,Neutral
VTR,20,0.000000,Neutral
KLAC,20,0.000000,Neutral
GOOG,20,0.000000,Neutral
NVDA,20,0.131939,Neutral
ESS,20,0.000000,Neutral
TYL,20,0.000000,Neutral
OTIS,20,0.000000,Neutral
SWKS,20,0.000000,Neutral
REG,20,0.000000,Neutral
EQIX,20,0.000000,Neutral
EXR,20,0.000000,Neutral
ODFL,20,0.000000,Neutral
KLAC,21,0.108131,Neutral
LRCX,21,0.307823,Somewhat-Bullish
AMAT,21,0.056057,Neutral
KLAC,22,0.188835,Somewhat-Bullish
LRCX,22,0.514503,Bullish
AMAT,22,0.188835,Somewhat-Bullish
KLAC,23,0.543513,Bullish
AME,23,0.000000,Neutral
META,23,0.000000,Neutral
KLAC,24,0.236148,Somewhat-Bullish
AMAT,24,0.111012,Neutral
KLAC,25,0.338617,Somewhat-Bullish
KLAC,26,0.147854,Neutral
GS,26,0.037118,Neutral
KLAC,27,0.146125,Neutral
AMAT,27,0.146125,Neutral
KLAC,28,0.232640,Somewhat-Bullish
KLAC,29,0.164904,Somewhat-Bullish
AMAT,29,0.072966,Neutral
KLAC,30,0.101518,Neutral
NVDA,30,0.043360,Neutral
AVGO,30,0.047464,Neutral
BAC,30,0.031235,Neutral
INTC,30,0.083669,Neutral
LRCX,30,0.106691,Neutral
KLAC,31,0.260076,Somewhat-Bullish
KLAC,32,0.000000,Neutral
AMAT,32,-0.334989,Somewhat-Bearish
ADI,32,-0.334989,Somewhat-Bearish
MU,32,-0.278397,Somewhat-Bearish
SNPS,32,-0.334989,Somewhat-Bearish
CDNS,32,0.000000,Neutral
KLAC,33,0.084409,Neutral
LRCX,33,-0.034917,Neutral
AMAT,33,0.023750,Neutral
ON,33,-0.016999,Neutral
KLAC,34,0.205198,Somewhat-Bullish
AMAT,34,0.205198,Somewhat-Bullish
KLAC,35,0.380564,Bullish
KLAC,36,0.403443,Bullish
KLAC,37,0.142772,Neutral
LRCX,37,0.337201,Somewhat-Bullish
AMAT,37,0.142772,Neutral
KLAC,38,0.281188,Somewhat-Bullish
PLD,38,0.299884,Somewhat-Bullish
SRE,38,0.029482,Neutral
BAC,39,0.191522,Somewhat-Bullish
KLAC,39,0.514836,Bullish
SPGI,39,0.316400,Somewhat-Bullish
KLAC,40,0.210957,Somewhat-Bullish
KLAC,41,0.022918,Neutral
MSFT,41,0.022918,Neutral
POOL,41,0.250122,Somewhat-Bullish
KLAC,42,0.659372,Bullish
KLAC,43,0.296250,Somewhat-Bullish
NVDA,43,0.087787,Neutral
KLAC,44,0.113457,Neutral
GS,44,-0.011145,Neutral
MS,44,-0.011145,Neutral
KLAC,45,0.585292,Bullish
KLAC,46,0.271017,Somewhat-Bullish
LRCX,46,0.237922,Somewhat-Bullish
AMAT,46,0.237922,Somewhat-Bullish
KLAC,47,0.117518,Neutral
KLAC,48,0.269053,Somewhat-Bullish
AMAT,48,0.142999,Neutral
KLAC,49,0.013054,Neutral
LRCX,49,0.013054,Neutral
AMAT,49,0.013054,Neutral
KLAC,50,0.384429,Bullish
AMAT,50,0.112709,Neutral
KLAC,51,0.106201,Neutral
MU,51,0.106201,Neutral
AVGO,51,0.106201,Neutral
IVZ,51,0.221048,Somewhat-Bullish
KLAC,52,0.334273,Somewhat-Bullish
KLAC,53,0.062097,Neutral
NVDA,53,0.373235,Bullish
AVGO,53,0.162434,Somewhat-Bullish
AMD,53,0.162434,Somewhat-Bullish
LRCX,53,0.062097,Neutral
KLAC,54,0.003439,Neutral
MS,54,0.023878,Neutral
KLAC,55,0.397399,Bullish
KLAC,56,0.340510,Somewhat-Bullish
KLAC,57,0.000000,Neutral
AMAT,57,0.000000,Neutral
NVDA,57,0.117050,Neutral
AAPL,57,0.067310,Neutral
AVGO,57,0.056648,Neutral
MU,57,0.000000,Neutral
ORCL,57,0.011507,Neutral
TXN,57,0.000000,Neutral
MSFT,57,0.009627,Neutral
QCOM,57,0.000000,Neutral
INTC,57,0.000000,Neutral
AMD,57,0.000000,Neutral
LRCX,57,0.000000,Neutral
AMZN,57,-0.153052,Somewhat-Bearish
ON,57,0.308407,Somewhat-Bullish
KLAC,58,0.360465,Bullish
KLAC,59,0.387251,Bullish
KLAC,60,0.219581,Somewhat-Bullish
LRCX,60,0.424886,Bullish
AMAT,60,0.219581,Somewhat-Bullish
KLAC,61,0.253091,Somewhat-Bullish
AMAT,61,0.132006,Neutral
KLAC,62,0.272182,Somewhat-Bullish
KLAC,63,0.098079,Neutral
LRCX,63,-0.023726,Neutral
AMAT,63,0.062545,Neutral
ON,63,-0.017005,Neutral
KLAC,64,0.181009,Somewhat-Bullish
LRCX,64,0.124889,Neutral
AMAT,64,0.076153,Neutral
KLAC,65,0.445522,Bullish
NVDA,65,0.119521,Neutral
INTC,65,0.167007,Somewhat-Bullish
KLAC,66,-0.021433,Neutral
KLAC,67,0.192552,Somewhat-Bullish
NVDA,67,0.218891,Somewhat-Bullish
INTC,67,0.305009,Somewhat-Bullish
KLAC,68,0.214111,Somewhat-Bullish
KLAC,69,0.386039,Bullish
KLAC,70,0.288012,Somewhat-Bullish
LRCX,70,0.343609,Somewhat-Bullish
AMAT,70,0.173719,Somewhat-Bullish
KLAC,71,0.150033,Somewhat-Bullish
AMAT,71,0.066365,Neutral
KLAC,72,0.127843,Neutral
KLAC,73,0.075574,Neutral
NVDA,73,0.048488,Neutral
AVGO,73,0.060146,Neutral
KLAC,74,0.098913,Neutral
AMAT,74,0.098913,Neutral
NVDA,74,0.137850,Neutral
AVGO,74,0.137850,Neutral
ON,74,0.083871,Neutral
KLAC,75,0.055468,Neutral
AMAT,75,0.055468,Neutral
META,75,0.000000,Neutral
LRCX,75,0.055468,Neutral
KLAC,76,0.007000,Neutral
AMAT,76,0.007000,Neutral
NVDA,76,-0.090799,Neutral
KLAC,77,0.386039,Bullish
KLAC,78,0.244791,Somewhat-Bullish
C,78,0.054957,Neutral
MS,78,0.054957,Neutral
KLAC,79,0.121930,Neutral
LRCX,79,0.266691,Somewhat-Bullish
KLAC,80,0.113441,Neutral
LRCX,80,-0.024840,Neutral
AMAT,80,-0.144282,Neutral
ON,80,-0.017188,Neutral
KLAC,81,-0.047879,Neutral
NVDA,81,0.318310,Somewhat-Bullish
QCOM,81,0.043963,Neutral
MS,81,0.151166,Somewhat-Bullish
AMD,81,0.043963,Neutral
LRCX,81,0.168942,Somewhat-Bullish
GS,81,0.151166,Somewhat-Bullish
KLAC,82,-0.412074,Bearish
AMAT,82,-0.271367,Somewhat-Bearish
SPGI,82,-0.176354,Somewhat-Bearish
KLAC,83,0.154952,Somewhat-Bullish
KLAC,84,-0.076304,Neutral
AMAT,84,-0.057432,Neutral
UNH,84,0.247672,Somewhat-Bullish
LRCX,84,-0.316053,Somewhat-Bearish
KLAC,85,-0.103370,Neutral
AMAT,85,0.088251,Neutral
LRCX,85,-0.410696,Bearish
KLAC,86,0.189695,Somewhat-Bullish
KLAC,87,0.212575,Somewhat-Bullish
AMAT,87,0.301198,Somewhat-Bullish
KLAC,88,0.141420,Neutral
LRCX,88,0.046791,Neutral
AMAT,88,0.356404,Bullish
KLAC,89,0.386039,Bullish
KLAC,90,0.191425,Somewhat-Bullish
KLAC,91,0.031571,Neutral
TER,91,-0.025787,Neutral
ROK,91,0.350123,Bullish
KLAC,92,0.327942,Somewhat-Bullish
ANET,92,0.163204,Somewhat-Bullish
DASH,92,0.163204,Somewhat-Bullish
KLAC,93,0.000000,Neutral
META,93,0.316963,Somewhat-Bullish
AAPL,93,-0.030102,Neutral
CVX,93,0.000000,Neutral
D,93,0.000000,Neutral
SYK,93,0.000000,Neutral
EMN,93,0.000000,Neutral
CL,93,0.000000,Neutral
IR,93,0.000000,Neutral
IVZ,93,0.248012,Somewhat-Bullish
COIN,93,0.000000,Neutral
LIN,93,0.000000,Neutral
MSFT,93,0.316963,Somewhat-Bullish
XOM,93,0.000000,Neutral
REGN,93,0.000000,Neutral
KLAC,94,0.230707,Somewhat-Bullish
AAPL,94,0.109093,Neutral
NCLH,94,0.083015,Neutral
MS,94,0.066471,Neutral
WDC,94,0.194804,Somewhat-Bullish
RMD,94,-0.015494,Neutral
AMZN,94,0.259719,Somewhat-Bullish
BA,94,0.121705,Neutral
KLAC,95,0.242331,Somewhat-Bullish
KLAC,96,0.249621,Somewhat-Bullish
KLAC,97,0.098249,Neutral
GRMN,97,0.442787,Bullish
KLAC,98,0.377982,Bullish
KLAC,99,0.210215,Somewhat-Bullish
KLAC,100,0.084768,Neutral
C,100,-0.022116,Neutral
WFC,100,-0.022116,Neutral
MS,100,-0.022116,Neutral
KLAC,101,0.438438,Bullish
AME,101,0.099671,Neutral
AAPL,101,0.099671,Neutral
ANET,101,0.072946,Neutral
KLAC,102,0.154276,Somewhat-Bullish
C,102,0.018053,Neutral
GS,102,0.018053,Neutral
WFC,102,0.018053,Neutral
MS,102,0.018053,Neutral
KLAC,103,0.104446,Neutral
TEL,103,0.398679,Bullish
KLAC,104,-0.028917,Neutral
LRCX,104,0.000000,Neutral
AMAT,104,0.375576,Bullish
KLAC,105,0.164566,Somewhat-Bullish
KLAC,106,0.071096,Neutral
LRCX,106,0.071096,Neutral
TXN,106,0.071096,Neutral
IVZ,106,0.113861,Neutral
KLAC,107,0.336155,Somewhat-Bullish
KLAC,108,0.211562,Somewhat-Bullish
LRCX,108,0.211562,Somewhat-Bullish
AMAT,108,0.502976,Bullish
KLAC,109,0.279218,Somewhat-Bullish
KLAC,110,0.198814,Somewhat-Bullish
LRCX,110,0.198814,Somewhat-Bullish
AMAT,110,0.198814,Somewhat-Bullish
KLAC,111,0.119101,Neutral
LRCX,111,0.112276,Neutral
AMAT,111,0.119101,Neutral
GS,111,0.060822,Neutral
INTC,111,0.257849,Somewhat-Bullish
KLAC,112,0.424948,Bullish
LRCX,112,0.460657,Bullish
AMAT,112,0.393543,Bullish
BAC,112,0.184895,Somewhat-Bullish
KLAC,113,0.425186,Bullish
KLAC,114,0.176647,Somewhat-Bullish
AMAT,114,0.329006,Somewhat-Bullish
KLAC,115,0.078648,Neutral
META,115,0.151315,Somewhat-Bullish
ABT,115,0.145489,Neutral
WFC,115,0.085350,Neutral
GS,115,-0.014269,Neutral
KEY,115,0.220493,Somewhat-Bullish
DHR,115,0.146927,Neutral
KLAC,116,0.251073,Somewhat-Bullish
AMAT,116,0.115024,Neutral
KLAC,117,0.407568,Bullish
AMAT,117,0.138530,Neutral
KLAC,118,0.429571,Bullish
AMAT,118,0.155332,Somewhat-Bullish
KLAC,119,0.386039,Bullish
KLAC,120,0.684430,Bullish
GRMN,120,0.191677,Somewhat-Bullish
KLAC,121,0.211317,Somewhat-Bullish
LRCX,121,0.525225,Bullish
AMAT,121,-0.001980,Neutral
KLAC,122,0.212187,Somewhat-Bullish
ROK,122,0.211837,Somewhat-Bullish
KLAC,123,0.201607,Somewhat-Bullish
AMAT,123,0.201607,Somewhat-Bullish
INTC,123,0.294263,Somewhat-Bullish
KLAC,124,0.284060,Somewhat-Bullish
KLAC,125,0.183650,Somewhat-Bullish
ROK,125,0.153889,Somewhat-Bullish
KLAC,126,0.185451,Somewhat-Bullish
LRCX,126,0.207272,Somewhat-Bullish
APH,126,0.264409,Somewhat-Bullish
JBL,126,0.150555,Somewhat-Bullish
NEM,126,0.348357,Somewhat-Bullish
KLAC,127,0.380878,Bullish
KLAC,128,0.000000,Neutral
KLAC,129,0.000000,Neutral
KLAC,130,0.310007,Somewhat-Bullish
AMAT,130,0.150016,Somewhat-Bullish
KLAC,131,0.224859,Somewhat-Bullish
KLAC,132,0.382786,Bullish
KLAC,133,0.488873,Bullish
KLAC,134,0.220569,Somewhat-Bullish
INTU,134,0.258092,Somewhat-Bullish
LRCX,134,0.244734,Somewhat-Bullish
APH,134,0.336624,Somewhat-Bullish
KLAC,135,0.113615,Neutral
LRCX,135,0.109722,Neutral
AMAT,135,0.401504,Bullish
ON,135,-0.051058,Neutral
KLAC,136,0.278555,Somewhat-Bullish
KLAC,137,0.197825,Somewhat-Bullish
LRCX,137,0.675412,Bullish
AMAT,137,0.308081,Somewhat-Bullish
KLAC,138,0.168213,Somewhat-Bullish
KLAC,139,0.311754,Somewhat-Bullish
KLAC,140,0.454903,Bullish
KLAC,141,0.109025,Neutral
NVDA,141,0.064835,Neutral
BAC,141,0.109025,Neutral
INTC,141,0.476965,Bullish
LRCX,141,0.109025,Neutral
IVZ,141,0.317580,Somewhat-Bullish
KLAC,142,0.094302,Neutral
KLAC,143,0.341091,Somewhat-Bullish
AMAT,143,0.165474,Somewhat-Bullish
NVDA,143,0.403876,Bullish
BAC,143,0.114998,Neutral
INTC,143,0.121525,Neutral
AMD,143,0.242319,Somewhat-Bullish
LRCX,143,0.351247,Bullish
SNPS,143,0.062682,Neutral
TXN,143,0.062682,Neutral
ON,143,0.102100,Neutral
KLAC,144,0.148288,Neutral
KLAC,145,0.333452,Somewhat-Bullish
KLAC,146,0.302650,Somewhat-Bullish
KLAC,147,0.061680,Neutral
AMAT,147,0.061680,Neutral
AVGO,147,0.061680,Neutral
IVZ,147,0.147987,Neutral
KLAC,148,0.264781,Somewhat-Bullish
AMAT,148,0.128041,Neutral
KLAC,149,0.404058,Bullish
TER,149,0.063307,Neutral
KLAC,150,0.275219,Somewhat-Bullish
KLAC,151,0.382786,Bullish
KLAC,152,0.001486,Neutral
LRCX,152,0.001486,Neutral
AMAT,152,0.313535,Somewhat-Bullish
ON,152,-0.016998,Neutral
KLAC,153,0.256308,Somewhat-Bullish
LRCX,153,0.256308,Somewhat-Bullish
AMAT,153,0.256308,Somewhat-Bullish
KLAC,154,0.373550,Bullish
KLAC,155,0.070327,Neutral
AMAT,155,0.070327,Neutral
AVGO,155,0.070327,Neutral
IVZ,155,0.139818,Neutral
KLAC,156,0.125603,Neutral
MS,156,0.051488,Neutral
KLAC,157,0.285510,Somewhat-Bullish
AMAT,157,0.151034,Somewhat-Bullish
KLAC,158,0.382786,Bullish
KLAC,159,0.092331,Neutral
LRCX,159,0.095868,Neutral
AMAT,159,0.460530,Bullish
KLAC,160,0.570730,Bullish
KLAC,161,0.157629,Somewhat-Bullish
KLAC,162,0.275464,Somewhat-Bullish
AMAT,162,0.108872,Neutral
GOOG,162,0.157089,Somewhat-Bullish
AAPL,162,0.130953,Neutral
AVGO,162,0.108872,Neutral
IR,162,0.075053,Neutral
ALGN,162,0.151407,Somewhat-Bullish
MGM,162,0.000000,Neutral
WFC,162,0.153836,Somewhat-Bullish
KLAC,163,0.279703,Somewhat-Bullish
HWM,163,0.236812,Somewhat-Bullish
KLAC,164,0.030997,Neutral
TER,164,0.155863,Somewhat-Bullish
ROK,164,0.093114,Neutral
KLAC,165,-0.223090,Somewhat-Bearish
TER,165,-0.031750,Neutral
AMAT,165,0.188315,Somewhat-Bullish
NVDA,165,0.210660,Somewhat-Bullish
AVGO,165,0.042994,Neutral
BAC,165,0.000000,Neutral
ADI,165,0.285358,Somewhat-Bullish
NXPI,165,-0.084765,Neutral
MU,165,0.319682,Somewhat-Bullish
SWKS,165,0.326597,Somewhat-Bullish
TXN,165,0.000000,Neutral
QCOM,165,-0.091996,Neutral
INTC,165,0.229599,Somewhat-Bullish
AMD,165,0.098244,Neutral
LRCX,165,-0.097102,Neutral
SNPS,165,-0.033717,Neutral
CDNS,165,-0.158559,Somewhat-Bearish
MCHP,165,0.285358,Somewhat-Bullish
KLAC,166,0.382786,Bullish
KLAC,167,0.510655,Bullish
KLAC,168,0.356036,Bullish
KLAC,169,0.279231,Somewhat-Bullish
PAYC,169,0.067488,Neutral
KLAC,170,0.193952,Somewhat-Bullish
KLAC,171,0.109750,Neutral
KLAC,172,0.109006,Neutral
LRCX,172,0.104791,Neutral
AMAT,172,0.400438,Bullish
SMCI,172,-0.297219,Somewhat-Bearish
KLAC,173,0.045426,Neutral
MSFT,173,0.073608,Neutral
META,173,0.045426,Neutral
KO,173,0.011549,Neutral
SBUX,173,0.011549,Neutral
QCOM,173,0.046766,Neutral
V,173,0.011549,Neutral
CAT,173,0.050952,Neutral
IVZ,173,0.231481,Somewhat-Bullish
PFE,173,0.011549,Neutral
KLAC,174,0.491775,Bullish
KLAC,175,0.353190,Bullish
KLAC,176,0.302694,Somewhat-Bullish
KLAC,177,0.215432,Somewhat-Bullish
TER,177,-0.031427,Neutral
KLAC,178,-0.028870,Neutral
LRCX,178,-0.028870,Neutral
AMAT,178,-0.028870,Neutral
AMD,179,0.313911,Somewhat-Bullish
KLAC,179,0.389081,Bullish
KLAC,180,0.079987,Neutral
KLAC,181,0.205110,Somewhat-Bullish
AMAT,181,0.285708,Somewhat-Bullish
NVDA,181,0.102892,Neutral
AVGO,181,0.211398,Somewhat-Bullish
ADI,181,0.102892,Neutral
INTC,181,0.012877,Neutral
AMD,181,0.102892,Neutral
LRCX,181,0.285708,Somewhat-Bullish
SNPS,181,0.055056,Neutral
SWKS,181,0.012877,Neutral
TXN,181,0.012877,Neutral
KLAC,182,0.270765,Somewhat-Bullish
AMAT,182,-0.048736,Neutral
NVDA,182,-0.052781,Neutral
AVGO,182,0.270765,Somewhat-Bullish
NXPI,182,-0.048736,Neutral
MU,182,-0.096281,Neutral
TXN,182,0.000000,Neutral
INTC,182,-0.048736,Neutral
AMD,182,-0.281585,Somewhat-Bearish
LRCX,182,0.100663,Neutral
SNPS,182,0.052370,Neutral
CDNS,182,0.102977,Neutral
ON,182,-0.031744,Neutral
KLAC,183,-0.285215,Somewhat-Bearish
LRCX,183,-0.009481,Neutral
AMAT,183,-0.229203,Somewhat-Bearish
GS,183,0.305495,Somewhat-Bullish
KLAC,184,0.293311,Somewhat-Bullish
KLAC,185,0.113741,Neutral
LRCX,185,0.113741,Neutral
AMAT,185,0.113741,Neutral
KLAC,186,0.164400,Somewhat-Bullish
AMAT,186,0.164400,Somewhat-Bullish
GOOG,186,0.000000,Neutral
META,186,0.297841,Somewhat-Bullish
NVDA,186,0.297841,Somewhat-Bullish
AVGO,186,0.164400,Somewhat-Bullish
MSFT,186,0.297841,Somewhat-Bullish
TSLA,186,0.297841,Somewhat-Bullish
FTNT,186,0.068439,Neutral
QCOM,186,0.164400,Somewhat-Bullish
AMD,186,0.164400,Somewhat-Bullish
LRCX,186,0.164400,Somewhat-Bullish
KLAC,187,0.188054,Somewhat-Bullish
AMAT,187,0.188054,Somewhat-Bullish
KLAC,188,0.055887,Neutral
DASH,188,0.055887,Neutral
KLAC,189,0.276429,Somewhat-Bullish
KLAC,190,0.263116,Somewhat-Bullish
KLAC,191,0.502218,Bullish
MS,191,0.109028,Neutral
KLAC,192,0.154271,Somewhat-Bullish
SNPS,192,-0.031444,Neutral
AVGO,192,0.154271,Somewhat-Bullish
TSLA,192,0.000000,Neutral
ADI,192,0.154271,Somewhat-Bullish
KLAC,193,0.388468,Bullish
GOOG,193,0.000000,Neutral
MS,193,0.115086,Neutral
GILD,193,0.397527,Bullish
AMZN,193,0.271226,Somewhat-Bullish
KLAC,194,0.057820,Neutral
DASH,194,0.057820,Neutral
KLAC,195,0.221966,Somewhat-Bullish
KLAC,196,0.444057,Bullish
KLAC,197,0.257255,Somewhat-Bullish
MS,197,0.114034,Neutral
AMD,198,0.211199,Somewhat-Bullish
KLAC,198,0.379724,Bullish
ADI,199,-0.136076,Neutral
LVS,199,-0.145385,Neutral
WYNN,199,-0.145385,Neutral
TSLA,199,-0.013817,Neutral
AMD,199,-0.136076,Neutral
AIG,199,0.088457,Neutral
AEE,199,0.195173,Somewhat-Bullish
META,199,0.273327,Somewhat-Bullish
MU,199,-0.136076,Neutral
AEP,199,0.195173,Somewhat-Bullish
ES,199,0.195173,Somewhat-Bullish
EBAY,199,0.106487,Neutral
EIX,199,0.195173,Somewhat-Bullish
RCL,199,-0.145385,Neutral
FE,199,0.195173,Somewhat-Bullish
UAL,199,-0.145385,Neutral
AVGO,199,-0.088643,Neutral
CNP,199,0.195173,Somewhat-Bullish
IVZ,199,0.051193,Neutral
MSFT,199,0.024213,Neutral
HLT,199,-0.145385,Neutral
AWK,199,0.184245,Somewhat-Bullish
NCLH,199,-0.145385,Neutral
QCOM,199,-0.136076,Neutral
LRCX,199,-0.136076,Neutral
BKNG,199,-0.145385,Neutral
ON,199,-0.136076,Neutral
KLAC,199,-0.136076,Neutral
NVDA,199,-0.021665,Neutral
GM,199,0.003394,Neutral
NXPI,199,-0.136076,Neutral
DAL,199,-0.145385,Neutral
LULU,199,0.008589,Neutral
MGM,199,-0.145385,Neutral
PEG,199,0.195173,Somewhat-Bullish
KLAC,200,0.211329,Somewhat-Bullish
MS,200,0.097983,Neutral
STLD,200,0.512840,Bullish
KLAC,201,0.297568,Somewhat-Bullish
GS,201,0.021070,Neutral
KLAC,202,0.336634,Somewhat-Bullish
KLAC,203,0.382786,Bullish
KLAC,204,0.067585,Neutral
NUE,204,0.067585,Neutral
KLAC,205,0.493195,Bullish
GRMN,205,0.140026,Neutral
ROK,205,0.140026,Neutral
KLAC,206,0.319846,Somewhat-Bullish
KLAC,207,0.171432,Somewhat-Bullish
KLAC,208,0.291521,Somewhat-Bullish
KLAC,209,0.231040,Somewhat-Bullish
NVDA,209,0.240838,Somewhat-Bullish
JBL,209,0.301894,Somewhat-Bullish
COR,209,0.342730,Somewhat-Bullish
KLAC,210,0.246614,Somewhat-Bullish
KLAC,211,0.148288,Neutral
KLAC,212,0.172839,Somewhat-Bullish
LRCX,212,0.172839,Somewhat-Bullish
FOX,212,0.000000,Neutral
KLAC,213,0.375260,Bullish
KLAC,214,0.382786,Bullish
KLAC,215,0.429432,Bullish
KLAC,216,0.182410,Somewhat-Bullish
MS,216,0.084411,Neutral
KLAC,217,0.151314,Somewhat-Bullish
FTNT,217,0.138742,Neutral
LDOS,217,0.164383,Somewhat-Bullish
RJF,217,0.111517,Neutral
KLAC,218,0.054013,Neutral
KLAC,219,0.231624,Somewhat-Bullish
KLAC,220,0.285437,Somewhat-Bullish
KLAC,221,0.141322,Neutral
KLAC,222,-0.058625,Neutral
AMAT,222,-0.058625,Neutral
LRCX,222,-0.058625,Neutral
KLAC,223,0.178719,Somewhat-Bullish
GRMN,223,0.064647,Neutral
KLAC,224,0.081887,Neutral
KLAC,225,-0.039430,Neutral
AVGO,225,-0.153925,Somewhat-Bearish
INTC,225,0.076693,Neutral
KLAC,226,-0.134836,Neutral
SNPS,226,-0.010467,Neutral
CDNS,226,-0.010467,Neutral
INTC,226,-0.095653,Neutral
KLAC,227,0.131931,Neutral
KLAC,228,0.384695,Bullish
KLAC,229,0.413643,Bullish
CARR,229,0.160538,Somewhat-Bullish
GRMN,229,0.160538,Somewhat-Bullish
KLAC,230,0.162385,Somewhat-Bullish
AMAT,230,0.162385,Somewhat-Bullish
LRCX,230,0.320513,Somewhat-Bullish
MU,230,0.021335,Neutral
GS,230,0.254176,Somewhat-Bullish
KLAC,231,-0.022147,Neutral
ROK,231,0.050238,Neutral
KLAC,232,0.265368,Somewhat-Bullish
AMAT,232,0.214906,Somewhat-Bullish
NVDA,232,0.133550,Neutral
LRCX,232,0.466781,Bullish
GS,232,0.269393,Somewhat-Bullish
KLAC,233,0.384695,Bullish
AMD,234,0.300512,Somewhat-Bullish
KLAC,234,0.077847,Neutral
AMD,235,0.333003,Somewhat-Bullish
KLAC,235,0.080894,Neutral
KLAC,236,0.098232,Neutral
GS,236,0.041415,Neutral
WFC,236,0.051602,Neutral
MS,236,0.041415,Neutral
KLAC,237,0.140601,Neutral
MSFT,237,-0.116000,Neutral
GOOG,237,0.104167,Neutral
BX,237,-0.023632,Neutral
KLAC,238,0.104675,Neutral
MS,238,0.022035,Neutral
KLAC,239,0.167292,Somewhat-Bullish
MSFT,239,-0.116125,Neutral
GOOG,239,0.195115,Somewhat-Bullish
KLAC,240,0.391965,Bullish
FTNT,240,0.096329,Neutral
KLAC,241,0.070904,Neutral
KLAC,242,0.439965,Bullish
QCOM,242,0.099237,Neutral
KLAC,243,0.618908,Bullish
KLAC,244,0.109929,Neutral
AAPL,244,0.220796,Somewhat-Bullish
C,244,-0.056087,Neutral
MS,244,0.078056,Neutral
GS,244,0.150773,Somewhat-Bullish
V,244,0.045964,Neutral
CAT,244,0.104969,Neutral
UPS,244,0.188489,Somewhat-Bullish
KLAC,245,0.167619,Somewhat-Bullish
C,245,0.195265,Somewhat-Bullish
BAC,245,0.109059,Neutral
WFC,245,0.229782,Somewhat-Bullish
KLAC,246,0.150026,Somewhat-Bullish
KLAC,247,0.081887,Neutral
KLAC,248,0.299673,Somewhat-Bullish
AMAT,248,0.197499,Somewhat-Bullish
INTC,248,0.200792,Somewhat-Bullish
LRCX,248,0.212085,Somewhat-Bullish
MU,248,-0.050738,Neutral
KLAC,249,-0.065234,Neutral
LRCX,249,-0.065234,Neutral
MSFT,249,0.113527,Neutral
NVDA,249,-0.063356,Neutral
AVGO,249,-0.065234,Neutral
KLAC,250,0.134248,Neutral
LRCX,250,0.051769,Neutral
